"Name","Phone","Address","Email","Website","ServiceArea","Instagram","Facebook","Twitter","Linkedin","Youtube","BusinessUrl","Rating","ReviewCount","PriceRange","Longitude","Latitude","Alias","BizId","Categories_0_title","Categories_0_url","Categories_1_title","Categories_1_url","Categories_2_title","Categories_2_url","Categories_3_title","Categories_3_url","Categories_4_title","Categories_4_url","FormattedAddress","IsAd","Open_time","ParentBusiness","Ranking","RenderAdInfo","ServicePricing","Snippet"
"Venable Rotisserie Bistro","(919) 904-7160","","hello@venablebistro.com","http://venablebistro.com","","https://www.instagram.com/venablebistro","https://www.facebook.com/venablebistro","https://twitter.com/venablebistro","","","https://www.yelp.com/biz/venable-rotisserie-bistro-carrboro","3.9","283","$$","-79.07054479076042","35.91129973956896","venable-rotisserie-bistro-carrboro","LU94EXLyCYrQoCFzpnVWWQ","New American","/search?find_desc=New+American&find_loc=Chapel+Hill%2C+NC","Venues & Event Spaces","/search?find_desc=Venues+%26+Event+Spaces&find_loc=Chapel+Hill%2C+NC","Trendy","/search?find_desc=Trendy&find_loc=Chapel+Hill%2C+NC","Casual","/search?find_desc=Casual&find_loc=Chapel+Hill%2C+NC","","","","false","","","33","false","","Excellent food, service and ambiance.  Nice cocktail selections, good wine selection."
"Cholanad","(800) 246-5262","","","http://www.cholanad.com","","","","","","","https://www.yelp.com/biz/cholanad-chapel-hill-2","3.9","446","$$","-79.060476","35.91151960682313","cholanad-chapel-hill-2","IKpwHpcHWvvQmlfX7IgYWg","Indian","/search?find_desc=Indian&find_loc=Chapel+Hill%2C+NC","Bars","/search?find_desc=Bars&find_loc=Chapel+Hill%2C+NC","Seafood","/search?find_desc=Seafood&find_loc=Chapel+Hill%2C+NC","Classy","/search?find_desc=Classy&find_loc=Chapel+Hill%2C+NC","Trendy","/search?find_desc=Trendy&find_loc=Chapel+Hill%2C+NC","","false","","","34","false","","I had a great meal with a group of friends here! The atmosphere is nice especially on a rainy evening. I had the yellow dal, garlic naan and mango…"
"Imbibe","(919) 636-6469","","108henderson@gmail.com,email@example.com,employment@spothopperapp.com","http://imbibenc.com","","https://www.instagram.com/imbibe_chapel_hill","https://www.facebook.com/849862558454245","","","","https://www.yelp.com/biz/imbibe-chapel-hill","4.4","91","$$","-79.0529377385974","35.9147739656257","imbibe-chapel-hill","AFFb2ukRXd9-WcNo3J1ymg","Wine Bars","/search?find_desc=Wine+Bars&find_loc=Chapel+Hill%2C+NC","Beer Bar","/search?find_desc=Beer+Bar&find_loc=Chapel+Hill%2C+NC","Cajun/Creole","/search?find_desc=Cajun%2FCreole&find_loc=Chapel+Hill%2C+NC","Casual","/search?find_desc=Casual&find_loc=Chapel+Hill%2C+NC","Intimate","/search?find_desc=Intimate&find_loc=Chapel+Hill%2C+NC","","false","","","35","false","","This is a cool, little funky place right off of Franklin's main strip. Definitely a unique vibe! I went for lunch and found out they do $10 lunch…"
"Spotted Dog","(919) 933-1117","","","https://thespotteddogrestaurant.com","","https://www.instagram.com/spotteddognc","https://www.facebook.com/pg/thespotteddogrestaurant","","","","https://www.yelp.com/biz/spotted-dog-carrboro","4","391","$$","-79.0710154","35.9105723","spotted-dog-carrboro","Cfonr0hg-2hz1yUkoDwx-w","Vegetarian","/search?find_desc=Vegetarian&find_loc=Chapel+Hill%2C+NC","American","/search?find_desc=American&find_loc=Chapel+Hill%2C+NC","Vegan","/search?find_desc=Vegan&find_loc=Chapel+Hill%2C+NC","Casual","/search?find_desc=Casual&find_loc=Chapel+Hill%2C+NC","Hipster","/search?find_desc=Hipster&find_loc=Chapel+Hill%2C+NC","","false","","","36","false","","Great menu concept! Came here with someone who was vegan and another pescatarian! Everyone had something they could enjoy.

Food: I ordered the tuna…"
"Tru","(919) 240-7755","","","http://www.trudeli.com","","","","","","","https://www.yelp.com/biz/tru-chapel-hill","4","185","$","-79.0530958","35.9151929","tru-chapel-hill","-zqJGw78WnG1D2T3loDJbA","Delis","/search?find_desc=Delis&find_loc=Chapel+Hill%2C+NC","Sandwiches","/search?find_desc=Sandwiches&find_loc=Chapel+Hill%2C+NC","Cocktail Bars","/search?find_desc=Cocktail+Bars&find_loc=Chapel+Hill%2C+NC","Hipster","/search?find_desc=Hipster&find_loc=Chapel+Hill%2C+NC","Trendy","/search?find_desc=Trendy&find_loc=Chapel+Hill%2C+NC","","false","","","37","false","","Quite possibly the most fun restaurant I've ever been to! The concept is so unique in that you basically build a sandwich/wrap/salad a la carte…"
"Bombolo","(919) 914-6374","","","http://bombolochapelhill.com","","","","","","","https://www.yelp.com/biz/bombolo-chapel-hill","4.4","37","","-79.05328052202432","35.924565501399954","bombolo-chapel-hill","xbhtTyLozgtdMbeRbfsqMA","New American","/search?find_desc=New+American&find_loc=Chapel+Hill%2C+NC","Cocktail Bars","/search?find_desc=Cocktail+Bars&find_loc=Chapel+Hill%2C+NC","Casual","/search?find_desc=Casual&find_loc=Chapel+Hill%2C+NC","Trendy","/search?find_desc=Trendy&find_loc=Chapel+Hill%2C+NC","","","","false","","","38","false","","HIGHLIGHTS:

Bread board - the shrimp butter & harissa 
Cold shrimp appetizer
LOBSTER POT
Chenin Blanc
Service ( kindness from everyone!! )
Atmosphere…"
"Mr Tokyo Japanese Restaurant","(919) 240-4552","","","http://mrtokyojapanese.com","","","","","","","https://www.yelp.com/biz/mr-tokyo-japanese-restaurant-chapel-hill-3","4","296","$$","-79.021831","35.938185","mr-tokyo-japanese-restaurant-chapel-hill-3","as9BVB2P_6aFQ95HnsiTCw","Sushi Bars","/search?find_desc=Sushi+Bars&find_loc=Chapel+Hill%2C+NC","Japanese","/search?find_desc=Japanese&find_loc=Chapel+Hill%2C+NC","Casual","/search?find_desc=Casual&find_loc=Chapel+Hill%2C+NC","Trendy","/search?find_desc=Trendy&find_loc=Chapel+Hill%2C+NC","","","","false","","","39","false","","I like the sushi. Mr Tokyo has great food great vibes. Good service, waiters really nice and responsive"
"Glasshalfull","(919) 967-9784","","jim@glasshalfull.net,info@glasshalfull.net","https://glasshalfull.net","","https://www.instagram.com/glasshalfullnc","https://www.facebook.com/GlasshalfullCarrboro","","","","https://www.yelp.com/biz/glasshalfull-carrboro","3.9","234","$$","-79.0727507","35.9097439","glasshalfull-carrboro","W_1fNz_p9H7g4Kmjdv5x8w","Wine Bars","/search?find_desc=Wine+Bars&find_loc=Chapel+Hill%2C+NC","New American","/search?find_desc=New+American&find_loc=Chapel+Hill%2C+NC","Trendy","/search?find_desc=Trendy&find_loc=Chapel+Hill%2C+NC","Upscale","/search?find_desc=Upscale&find_loc=Chapel+Hill%2C+NC","","","","false","","","40","false","","Okay you guys.  We have now eaten here twice.  Once in the spring and then more recently when we moved our daughter in for her sophomore year at UNC.…"
"Momo’s Master","(919) 903-9051","","info.momosmaster@gmail.com","http://www.momosmaster.com","","https://www.instagram.com/momosmaster_chapelhill","https://www.facebook.com/momosmasternc","https://twitter.com/momos_master","","","https://www.yelp.com/biz/momos-master-chapel-hill","4.3","117","","-79.0557883","35.9136489","momos-master-chapel-hill","X4JgAOZ1vcXE5jAbZrDXCg","Himalayan/Nepalese","/search?find_desc=Himalayan%2FNepalese&find_loc=Chapel+Hill%2C+NC","Classy","/search?find_desc=Classy&find_loc=Chapel+Hill%2C+NC","Casual","/search?find_desc=Casual&find_loc=Chapel+Hill%2C+NC","","","","","","false","","","41","false","","Food was delicious! I went with a party of five and we all enjoyed our food. 

Chicken tikka masala, dumplings, chat, soup- all fantastic! 

We will…"
"Pizzeria Mercato","(919) 967-2277","","info@pizzeriamercatonc.com","http://www.pizzeriamercatonc.com","","https://www.instagram.com/pizzeriamercatonc","https://www.facebook.com/pizzeriamercatonc","","","","https://www.yelp.com/biz/pizzeria-mercato-carrboro-2","4.3","216","$$","-79.0761126","35.9113972","pizzeria-mercato-carrboro-2","6jgNvfP3W00bjSnhBTGc6w","Pizza","/search?find_desc=Pizza&find_loc=Chapel+Hill%2C+NC","Casual","/search?find_desc=Casual&find_loc=Chapel+Hill%2C+NC","Trendy","/search?find_desc=Trendy&find_loc=Chapel+Hill%2C+NC","","","","","","false","","","42","false","","10/10!! I was in town for work and stopped by with some family who suggested this place. This is some of the best pizza I've had in awhile, the crust…"
"Sup Dogs","(919) 903-9566","","","https://supdogs.com","","","","","","","https://www.yelp.com/biz/sup-dogs-chapel-hill-2","3.8","238","$$","-79.055503","35.9136049","sup-dogs-chapel-hill-2","kx5z1-7IwQQuooehHeykxw","New American","/search?find_desc=New+American&find_loc=Chapel+Hill%2C+NC","Hot Dogs","/search?find_desc=Hot+Dogs&find_loc=Chapel+Hill%2C+NC","Burgers","/search?find_desc=Burgers&find_loc=Chapel+Hill%2C+NC","Casual","/search?find_desc=Casual&find_loc=Chapel+Hill%2C+NC","Trendy","/search?find_desc=Trendy&find_loc=Chapel+Hill%2C+NC","","false","","","43","false","","Plant yourself at SUP Dogs and celebrate Halloweenie with the best 6 inches in Chapel Hill (allegedly)"
"Cham Thai Cuisine At Carrboro","(984) 999-4646","","","http://www.chamthai.squarespace.com","","","","","","","https://www.yelp.com/biz/cham-thai-cuisine-at-carrboro-carrboro","4.2","144","$$","-79.0674400836847","35.9107740896036","cham-thai-cuisine-at-carrboro-carrboro","TSymO3zSJqVpv2e4kxQL3g","Thai","/search?find_desc=Thai&find_loc=Chapel+Hill%2C+NC","Casual","/search?find_desc=Casual&find_loc=Chapel+Hill%2C+NC","Trendy","/search?find_desc=Trendy&find_loc=Chapel+Hill%2C+NC","","","","","","false","","","44","false","","One of my favorite Thai restaurants in this area! I have gone a handful of times and each time I am met with great service, attentive waiting, and…"
"Osteria Georgi","(919) 375-0600","","info@osteriageorgi.com","https://www.osteriageorgi.com","","https://www.instagram.com/osteriageorgi","https://www.facebook.com/osteriageorgi","","https://www.linkedin.com/company/75439432","","https://www.yelp.com/biz/osteria-georgi-chapel-hill","4.3","118","","-79.02785260602357","35.933237615447105","osteria-georgi-chapel-hill","Z5WPcK-12ALI-RP_ml_cow","Italian","/search?find_desc=Italian&find_loc=Chapel+Hill%2C+NC","Wine Bars","/search?find_desc=Wine+Bars&find_loc=Chapel+Hill%2C+NC","Cocktail Bars","/search?find_desc=Cocktail+Bars&find_loc=Chapel+Hill%2C+NC","Trendy","/search?find_desc=Trendy&find_loc=Chapel+Hill%2C+NC","Classy","/search?find_desc=Classy&find_loc=Chapel+Hill%2C+NC","","false","","","45","false","","Beautiful place with indoor and outdoor seating. We went in the evening and did not have a reservation but were seated inside promptly. It was a very…"
"Bangkok 54","(919) 403-5800","","jay_premium@hotmail.com","http://www.thaibk54nc.com","","","https://www.facebook.com/Bangkok54NC","","","","https://www.yelp.com/biz/bangkok-54-chapel-hill","4.1","336","$$","-78.98475691296737","35.910025093499584","bangkok-54-chapel-hill","P71pK1j8y8xPmbdiwd-UZA","Thai","/search?find_desc=Thai&find_loc=Chapel+Hill%2C+NC","Casual","/search?find_desc=Casual&find_loc=Chapel+Hill%2C+NC","Intimate","/search?find_desc=Intimate&find_loc=Chapel+Hill%2C+NC","","","","","","false","","","46","false","","Favorite Thai food spot in the Triangle!! They have the best drunken noodles. The shrimp is large and fresh.

I also love their spice settings--a…"
"Carolina Brewery","(919) 942-1800","","","https://www.carolinabrewery.com/chapel-hill-brewery","","","","","","","https://www.yelp.com/biz/carolina-brewery-chapel-hill","3.5","335","$$","-79.062784","35.9106792","carolina-brewery-chapel-hill","He5L40pVWlrB1wrgx7LrAg","American","/search?find_desc=American&find_loc=Chapel+Hill%2C+NC","Brewpubs","/search?find_desc=Brewpubs&find_loc=Chapel+Hill%2C+NC","Cocktail Bars","/search?find_desc=Cocktail+Bars&find_loc=Chapel+Hill%2C+NC","Casual","/search?find_desc=Casual&find_loc=Chapel+Hill%2C+NC","Touristy","/search?find_desc=Touristy&find_loc=Chapel+Hill%2C+NC","","false","","","47","false","","I forgot to take pics of my brewery cheeseburger, but it was delicious! I was in the mood for a great burger and was not disappointed!  The hand cut…"
"Carrburritos","(919) 933-8226","","rae@carrburritos.com,kim@carrburritos.com","http://www.carrburritos.com","","https://www.instagram.com/carrburritosdav,https://www.instagram.com/carrburritos","","","","","https://www.yelp.com/biz/carrburritos-carrboro","3.9","390","$","-79.0664899349213","35.9107684230957","carrburritos-carrboro","zQ7RsnP1dWVJsUNRWE3DhA","Mexican","/search?find_desc=Mexican&find_loc=Chapel+Hill%2C+NC","Casual","/search?find_desc=Casual&find_loc=Chapel+Hill%2C+NC","Hipster","/search?find_desc=Hipster&find_loc=Chapel+Hill%2C+NC","","","","","","false","","","48","false","","Excellent burritos and guacamole  
The chicken and beans in the mejor burrito was moist, tasty and low salt.
No sugar in the fresco and green salsa.…"
"Chimney Indian Kitchen + Bar","(984) 234-3671","","chimneyindiankitchen@gmail.com","http://www.chimneyindiankitchen.com","","https://www.instagram.com/kitchenchimneyindian","https://www.facebook.com/ChimneyIndian","","","","https://www.yelp.com/biz/chimney-indian-kitchen-bar-chapel-hill","4.4","100","$$","-79.059956","35.911908","chimney-indian-kitchen-bar-chapel-hill","UZTIxEyCWoXHkq9MBptuIw","Indian","/search?find_desc=Indian&find_loc=Chapel+Hill%2C+NC","Salad","/search?find_desc=Salad&find_loc=Chapel+Hill%2C+NC","Soup","/search?find_desc=Soup&find_loc=Chapel+Hill%2C+NC","Casual","/search?find_desc=Casual&find_loc=Chapel+Hill%2C+NC","Classy","/search?find_desc=Classy&find_loc=Chapel+Hill%2C+NC","","false","","","49","false","","Love this place!! The food is always delicious, and the ambience is very nice yet still comfortable. Lots of parking in the lot for the building (a…"
"CAVA","(919) 636-5828","","westwood@cava.com,anthony.vallone@cava.com,topanga@cava.com,culvercity@cava.com,santamonica@cava.com,irvine@cava.com,chris.ky@cava.com,usc@cava.com,missionviejo@cava.com,costamesa@cava.com,pasadena@cava.com,encinitas@cava.com,anaheimhills@cava.com,onepaseo@cava.com,missionvalley@cava.com,lajolla@cava.com,9thandcolorado@cava.com,george.starostka@cava.com,boulder@cava.com,greenwich@cava.com,jam.santos@cava.com,columbiaheights@cava.com,sam.hernandez@cava.com,tenleytown@cava.com,dupont@cava.com,john.toole@cava.com,shaw@cava.com,corey.cheek@cava.com,hstreetne@cava.com,navyyard@cava.com,unionstation@cava.com,fenway@cava.com,patrick.cartier@cava.com,backbay@cava.com,hingham@cava.com,dedham@cava.com,kendallsquare@cava.com,bethesda@cava.com,brian.seidel@cava.com,kentlands@cava.com,montgomerymall@cava.com,silverspring@cava.com,dobbinstation@cava.com,landry.nana@cava.com,shadygrove@cava.com,rockvillepike@cava.com,cabinjohn@cava.com,arundelmills@cava.com,collegepark@cava.com,frederick@cava.com,woodmore@cava.com,whitemarsh@cava.com,universityplace2@cava.com,waverly@cava.com,huntersville@cava.com,chapelhill@cava.com,braxton.kemp@cava.com,parkroad@cava.com,cameronvillage@cava.com,cary@cava.com,southend@cava.com,midtown@cava.com,jerseycity@cava.com,paramus@cava.com,bridgewater@cava.com,unionsquare@cava.com,jennypher.urena@cava.com,ryeridge@cava.com,broadway38@cava.com,bryantpark@cava.com,downtownbrooklyn@cava.com,40thandmadison@cava.com,21stand6th@cava.com,wallstreet@cava.com,rittenhouse@cava.com,suburbansquare@cava.com,greenhills@cava.com,derek.kamarata@cava.com,5thandbroadway@cava.com,thedrag@cava.com,6thcongress@cava.com,westlake@cava.com,legacywest@cava.com,frank.maldonado@cava.com,uptown@cava.com,charlene.rogers@cava.com,domain@cava.com,mosaic@cava.com,belmont@cava.com,kampwashington@cava.com,foxchase@cava.com,mclean@cava.com,gainesville@cava.com,sterling@cava.com,mobile@cava.com,zelda@cava.com,brookhighlands@cava.com,soho@cava.com,whitesburg@cava.com,20midtown@cava.com,cliftfarm@cava.com,riverchase@cava.com,townmadison@cava.com,eastchaseparkway@cava.com,collegemarketplace@cava.com,rogers@cava.com,arcadia@cava.com,northscottsdale@cava.com,camelback@cava.com,tempe@cava.com,almaschoolandsouthern@cava.com,arizonaandocotillo@cava.com,elsegundo@cava.com,porterranch@cava.com,lagunaniguel@cava.com,thegroves@cava.com,foothill@cava.com,woodburytowncenter@cava.com,centurycitymall2.0@cava.com,rialto@cava.com,carmelmountainranch@cava.com,shermanoaks@cava.com,statecollegeandchapman@cava.com,chinohills@cava.com,hollywood@cava.com,southbaypavilionmall@cava.com,trafficcircle@cava.com,creeksidemarketplace@cava.com,breagateway@cava.com,empirecenter@cava.com,frontandbroadway@cava.com,studiovillage@cava.com,westridgeplaza@cava.com,morenovalley@cava.com,coloradoblvds@cava.com,westminster@cava.com,highlandsranch@cava.com,fortcollins@cava.com,castlerock@cava.com,downtowndenver@cava.com,arvada@cava.com,dtcsouth@cava.com,greenvalleyranch@cava.com,westportrow@cava.com,meadowcommons@cava.com,christiana@cava.com,mandarin@cava.com,bartramvillage@cava.com,riverside@cava.com,stjohns@cava.com,butlerplaza@cava.com,tallahassee@cava.com,panamacitybeach@cava.com,winterpark@cava.com,pensacola@cava.com,wintersprings@cava.com,sodo@cava.com,sarasota@cava.com,southoward@cava.com,carrollwood@cava.com,ftmyers@cava.com,stpetersburg@cava.com,westuniversity@cava.com,waterstreet@cava.com,lakemary@cava.com,millenia@cava.com,alicord@cava.com,regencysquare@cava.com,oviedo@cava.com,westtennessee@cava.com,seminolecitycenter@cava.com,trinity@cava.com,fourcorners@cava.com,northbuckhead@cava.com,brian.lester@cava.com,perimeter@cava.com,nicole.duffy@cava.com,athens@cava.com,druidhills@cava.com,peachtreecorners@cava.com,todd.lukas@cava.com,chamblee@cava.com,kennesaw@cava.com,decatur@cava.com,mallofgeorgia@cava.com,peachtree@cava.com,roswellcorners@cava.com,cumberland@cava.com,alpharetta@cava.com,cumming@cava.com,savannah@cava.com,sandyspringscatering@cava.com,woodstock@cava.com,peachtreecity@cava.com,duluth@cava.com,columbus@cava.com,emory@cava.com,snellville@cava.com,eastcobb@cava.com,summerhillstation@cava.com,wickerpark@cava.com,hawthornmall@cava.com,riverforest@cava.com,corbinpark@cava.com,oakpark@cava.com,merriamgrandstation@cava.com,highlandmarketplace@cava.com,perkinsrowe@cava.com,batonrouge@cava.com,elmwood@cava.com,veterans@cava.com,lsubatonrouge@cava.com,woburn@cava.com,harvardsquare@cava.com,prudentialcenter@cava.com,framingham@cava.com,downtowncrossing@cava.com,mansfieldcrossing@cava.com,eaglewoodshops@cava.com,hanovercrossing@cava.com,owingsmills@cava.com,annapolis@cava.com,timonium@cava.com,canton@cava.com,germantown@cava.com,annapolisroad@cava.com,laurellakes@cava.com,waldorf@cava.com,yorkroad@cava.com,waughchapeltownecentre@cava.com,marketsquarefrederick@cava.com,pryorroad@cava.com,winstonsalem@cava.com,fayetteville@cava.com,parkwest@cava.com,northridge@cava.com,wilmington@cava.com,midtowncharlotte@cava.com,wendover@cava.com,greensboro@cava.com,blakeney@cava.com,carmelcommons@cava.com,oleanderdrive@cava.com,asheville@cava.com,greenvillenc@cava.com,concordmills@cava.com,airportroad@cava.com,wakeforest@cava.com,southpoint@cava.com,wayne@cava.com,moorestown@cava.com,lawrenceville@cava.com,ramsey@cava.com,edgewatercommons@cava.com,harmonmeadow@cava.com,nolita@cava.com,parkavesouth@cava.com,melville@cava.com,westburyplaza@cava.com,3077thave@cava.com,350hudson@cava.com,7083rdave@cava.com,williamsburgbrooklyn@cava.com,quailsprings@cava.com,classencurve@cava.com,edmond@cava.com,norman@cava.com,southtown@cava.com,tulsahills@cava.com,kingspointe@cava.com,brokenarrow@cava.com,tulsabrookside@cava.com,96thstreet@cava.com,10thstreet@cava.com,nwexpressway@cava.com,lancaster@cava.com,ellispreserve@cava.com,plymouthmeeting@cava.com,glenmills@cava.com,montgomeryville@cava.com,collegeville@cava.com,templeuniversity@cava.com,smithfield@cava.com,mountpleasant@cava.com,greenville@cava.com,bluffton@cava.com,twonotch@cava.com,lexington@cava.com,forestdrive@cava.com,irmo@cava.com,haywoodroad@cava.com,coastaltowncenter@cava.com,woodruffroad@cava.com,vista@cava.com,savannahhwy@cava.com,franklin@cava.com,21stave@cava.com,beardenstation@cava.com,turkeycreek@cava.com,bellemeade@cava.com,medicalcenterpkwy@cava.com,northgatemall@cava.com,schurchst@cava.com,gunbarrelrd@cava.com,addison@cava.com,parklane@cava.com,lascolinas@cava.com,friscomarketcenter@cava.com,southlake@cava.com,turtlecreek@cava.com,flowermound@cava.com,custerstar@cava.com,waterside@cava.com,richardson@cava.com,lakewood@cava.com,cedarpark@cava.com,sunsetvalley@cava.com,lincolnheights@cava.com,strand@cava.com,sonterravillage@cava.com,therim@cava.com,coppell@cava.com,cincoranch@cava.com,thewoodlands@cava.com,houstonheights@cava.com,kingwood@cava.com,sugarland@cava.com,cypress@cava.com,pearland@cava.com,westchase@cava.com,baybrook@cava.com,marketstreet@cava.com,towncountry@cava.com,bitters@cava.com,houston@cava.com,springwood@cava.com,vintage@cava.com,sniderplaza@cava.com,georgetown@cava.com,arboretum@cava.com,collegestation@cava.com,rayzorranch@cava.com,westlakehills@cava.com,loverslane@cava.com,plano@cava.com,tyler@cava.com,alliancetowncenter@cava.com,west7th@cava.com,380andhardin@cava.com,casalinda@cava.com,stonebriar@cava.com,gladerd@cava.com,waterviewtowncenter@cava.com,ftbendtowncenter@cava.com,stoneridge@cava.com,burleson@cava.com,forney@cava.com,texasmedicalcenter@cava.com,mcphersonblvd@cava.com,waco@cava.com,championspark2@cava.com,kylecrossing@cava.com,murphy@cava.com,greenhouseroad@cava.com,olddecatur@cava.com,copperfield@cava.com,burke@cava.com,vcu@cava.com,tony.fratoe@cava.com,reston@cava.com,shortpump@cava.com,kingstowne@cava.com,midlothian@cava.com,rosslyn@cava.com,barracksroad@cava.com,chantilly@cava.com,pike7plaza@cava.com,swiftcreek@cava.com,ballston@cava.com,potomacyard@cava.com,fredericksburg@cava.com,pembroke@cava.com,george.kiesel@cava.com,chesapeake@cava.com,willowlawn@cava.com,williamsburg@cava.com,newportnews@cava.com,landstown@cava.com,roanoke@cava.com,lynchburg@cava.com,418maple@cava.com,alexandria@cava.com,peninsulatowncenter@cava.com,sabrestreet@cava.com,ironwillcentre@cava.com,creeksatvirginiacentre@cava.com,woodbridge@cava.com","http://www.cava.com","","https://www.instagram.com/cava","https://www.facebook.com/cava","https://twitter.com/cava","https://www.linkedin.com/company/cava-","","https://www.yelp.com/biz/cava-chapel-hill-3","4.3","204","$$","-79.02819690000001","35.934975","cava-chapel-hill-3","kYyTx4HoKnDYSsZGnm-fgw","Mediterranean","/search?find_desc=Mediterranean&find_loc=Chapel+Hill%2C+NC","Salad","/search?find_desc=Salad&find_loc=Chapel+Hill%2C+NC","Casual","/search?find_desc=Casual&find_loc=Chapel+Hill%2C+NC","Trendy","/search?find_desc=Trendy&find_loc=Chapel+Hill%2C+NC","","","","false","","","50","false","","Popped in to Cava for a late lunch and really enjoyed building my own bowl. Lots of good looking choices for toppings and proteins. I chose the…"
"Blues On Franklin","(919) 240-5060","","smokehouse@bluesonfranklin.com","http://bluesonfranklin.com","","https://www.instagram.com/bluesonfranklin","https://www.facebook.com/2008","","","","https://www.yelp.com/biz/blues-on-franklin-chapel-hill","3.5","113","$$","-79.0566948","35.9131646","blues-on-franklin-chapel-hill","ER8BffvVuB6EJfD_p3Dg0Q","Barbeque","/search?find_desc=Barbeque&find_loc=Chapel+Hill%2C+NC","American","/search?find_desc=American&find_loc=Chapel+Hill%2C+NC","Smokehouse","/search?find_desc=Smokehouse&find_loc=Chapel+Hill%2C+NC","","","","","","false","","","51","false","","Amazing owners! Great service, support local businesses.

Excited to make a trip back to chapel hill and visit Blues."
"Italian Pizzeria III","(919) 968-4671","","r.marrone25@gmail.com","https://italianpizzeria3.com","","https://www.instagram.com/italianpizzeria3","https://www.facebook.com/p","","","","https://www.yelp.com/biz/italian-pizzeria-iii-chapel-hill","4.2","264","$","-79.0640091","35.9102672","italian-pizzeria-iii-chapel-hill","fhXHxDR59t7oQG8BjQEsFA","Italian","/search?find_desc=Italian&find_loc=Chapel+Hill%2C+NC","Pizza","/search?find_desc=Pizza&find_loc=Chapel+Hill%2C+NC","Sandwiches","/search?find_desc=Sandwiches&find_loc=Chapel+Hill%2C+NC","Casual","/search?find_desc=Casual&find_loc=Chapel+Hill%2C+NC","Divey","/search?find_desc=Divey&find_loc=Chapel+Hill%2C+NC","","false","","","52","false","","First off, their pizza is always amazing great sauce, great crunch, and good hot melty cheese 
Everyone who works there is so friendly and efficient…"
"La Residence","(919) 967-2506","","","http://www.laresidencedining.com","","","","","","","https://www.yelp.com/biz/la-residence-chapel-hill","3.8","73","$$","-79.057954","35.913727","la-residence-chapel-hill","uD8wSDibwTrrj5IcbehRCg","New American","/search?find_desc=New+American&find_loc=Chapel+Hill%2C+NC","Venues & Event Spaces","/search?find_desc=Venues+%26+Event+Spaces&find_loc=Chapel+Hill%2C+NC","Breakfast & Brunch","/search?find_desc=Breakfast+%26+Brunch&find_loc=Chapel+Hill%2C+NC","Classy","/search?find_desc=Classy&find_loc=Chapel+Hill%2C+NC","Upscale","/search?find_desc=Upscale&find_loc=Chapel+Hill%2C+NC","","false","","","53","false","","Great eggs Benedict - always go here for brunch when my friends/family are in town. The inside is also super cute and all the waitresses have been…"
"Vimala’s Curryblossom Cafe","(919) 929-3833","","curryblossom@gmail.com","https://curryblossom.cafe","","https://www.instagram.com/vimalascurryblossom,https://www.instagram.com/homelandcreamery,https://www.instagram.com/lindleymills,https://www.instagram.com/t5farms,https://www.instagram.com/woodennickelfarms,https://www.instagram.com/minkafarm,https://www.instagram.com/faithfullfarms,https://www.instagram.com/redsqualityacre,https://www.instagram.com/rockyrunfarm,https://www.instagram.com/reverence.farms,https://www.instagram.com/farmtraditions,https://www.instagram.com/weaverstreetmarket,https://www.instagram.com/chickenbridgebakery,https://www.instagram.com/chapelhillcreamery,https://www.instagram.com/boxcarrhandmadecheese,https://www.instagram.com/fullsteambrewery,https://www.instagram.com/hawriverales,https://www.instagram.com/hawriverwinemerchant,https://www.instagram.com/elakatreats","https://www.facebook.com/2008,https://www.facebook.com/curryblossom","","","","https://www.yelp.com/biz/vimalas-curryblossom-cafe-chapel-hill","4.1","435","$$","-79.0628641","35.9099902","vimalas-curryblossom-cafe-chapel-hill","1iIngu2lUyDhkpp4XXdXog","Indian","/search?find_desc=Indian&find_loc=Chapel+Hill%2C+NC","Salad","/search?find_desc=Salad&find_loc=Chapel+Hill%2C+NC","Casual","/search?find_desc=Casual&find_loc=Chapel+Hill%2C+NC","Hipster","/search?find_desc=Hipster&find_loc=Chapel+Hill%2C+NC","","","","false","","","54","false","","I got the chicken curry uttapam and a side of kimchi. Both were fantastic but I could have eaten only a plate of that amazing kimchi for my entire…"
"401 Main","(984) 999-4357","","","https://401main.com","","https://www.instagram.com/401main_carrboro","https://www.facebook.com/401Main","","","","https://www.yelp.com/biz/401-main-carrboro","4.2","62","$$","-79.0666462","35.9107662","401-main-carrboro","k1MzGdQH7AmbbUBacRvNTQ","Bars","/search?find_desc=Bars&find_loc=Chapel+Hill%2C+NC","Southern","/search?find_desc=Southern&find_loc=Chapel+Hill%2C+NC","Casual","/search?find_desc=Casual&find_loc=Chapel+Hill%2C+NC","Hipster","/search?find_desc=Hipster&find_loc=Chapel+Hill%2C+NC","","","","false","","","55","false","","Yall...the peeps at 401 Main are tops! Decided to stroll on in here after doing my lil side delivery gig and get some dinner.

Met the owner and his…"
